x,y,labels
2.2257031707233113,18.488418797697147,4.0
3.6096670912658793,16.038291605301914,4.0
3.692291802940063,17.84576248493774,4.0
1.5853616552483905,13.427500334716829,4.0
6.625469067373568,8.24608381309412,4.0
5.53069163769064,12.061855670103089,4.0
3.8368850483698838,8.366581871736509,4.0
8.422556546287051,7.884589637166954,4.0
12.22329328329948,4.229481858347835,4.0
11.43835852239474,2.1810148614272293,4.0
10.05439460185217,8.446913910831434,4.0
7.84418356456777,11.861025572365776,4.0
5.737253416876098,17.40393626991565,4.0
4.725100698867354,22.74601686972821,4.0
3.5683547354287883,25.678136296692998,4.0
1.5233931214927532,22.94684696746552,4.0
2.556202017420044,22.987012987012985,4.0
2.6801390849313185,22.58535279153836,4.0
3.2791682445691466,21.541036283304322,4.0
3.8368850483698838,20.3762217164279,4.0
4.270664784659346,20.978712009639843,4.0
4.849037766378628,17.725264426295354,4.0
4.807725410541537,15.315303253447581,4.0
4.1260715392295255,13.387334315169365,4.0
2.5355458395014976,13.186504217432052,4.0
2.3702964161531312,9.65189449725532,4.0
3.898853582125521,10.133886731824873,4.0
2.8867008641167766,10.133886731824873,4.0
2.4322649499087694,5.755790601151423,4.0
6.109064619409923,4.952470210202167,4.0
5.117568079319724,8.326415852189045,4.0
4.394601852170621,4.952470210202167,4.0
3.4237614899989675,4.4303119560851485,4.0
3.8781974042069747,7.081269246217698,4.0
2.163734636967673,7.442763422144862,4.0
0.8830516060178333,5.83612264024635,4.0
1.7919234344338486,2.663007095996784,4.0
3.5683547354287883,2.9843352523764866,4.0
5.13822425723827,1.4178604900254355,4.0
7.162529693255759,2.060516802784841,4.0
8.050745343753228,2.9040032132815607,4.0
7.947464454160499,4.992636229749628,4.0
10.178331669363445,4.5508100147275385,4.0
10.137019313526356,3.104833311018875,4.0
8.897648638413607,1.7793546659526012,4.0
8.9389609942507,5.71562458160396,4.0
11.004578786105277,5.474628464319183,4.0
7.823527386649224,10.415048868657113,4.0
5.799221950631735,10.49538090775204,4.0
5.819878128550282,9.973222653635023,4.0
6.480875821943747,10.294550810014725,4.0
4.064103005473888,11.419199357343684,4.0
5.840534306468826,13.949658588833845,4.0
6.770062312803389,12.624179943767572,4.0
5.489379281853549,16.078457624849374,4.0
4.787069232622991,15.395635292542508,4.0
3.3824491341618765,15.556299370732358,4.0
1.9984852136193068,17.28343821127326,4.0
1.6886425448411195,16.1587896639443,4.0
0.8417392501807415,15.797295488017134,4.0
2.5355458395014976,14.833311018878028,4.0
2.308327882397494,15.435801312089971,4.0
1.7712672565153031,10.656044985941891,4.0
1.1515819189589287,10.856875083679205,4.0
2.1430784590491276,12.704511982862496,4.0
2.5768581953385894,11.218369259606371,4.0
3.0932626433022348,17.12277413308341,4.0
2.700795262849865,19.37207122774133,4.0
0.3666471580541879,21.62136832239925,4.0
1.6266740110854823,19.733565403668496,4.0
0.9037077839363796,18.890078993171777,4.0
2.3289840603160403,20.456553755522826,4.0
1.6060178331669368,23.62966929977239,4.0
2.2257031707233113,25.758468335787924,4.0
1.3374875202258414,25.678136296692998,4.0
2.4942334836644067,23.870665417057168,4.0
3.258512066650602,24.19199357343687,4.0
3.341136778324784,22.264024635158655,4.0
5.324129858505182,19.894229481858346,4.0
6.274314042758289,16.078457624849374,4.0
7.493028539952491,13.628330432454142,4.0
9.000929528006335,10.053554692729948,4.0
8.505181257961237,8.326415852189045,4.0
7.493028539952491,8.125585754451732,4.0
7.472372362033945,6.237782835720978,4.0
7.162529693255759,5.795956620698886,4.0
5.92315901814301,6.719775070290531,4.0
5.117568079319724,7.804257598072029,4.0
4.5185389196818955,10.656044985941891,4.0
4.1260715392295255,15.114473155710268,4.0
3.36179295624333,12.061855670103089,4.0
1.8745481461080322,21.862364439684026,4.0
1.3787998760629332,20.61721783371268,4.0
0.7591145385065587,26.200294550810014,4.0
1.0896133852032914,23.14767706520284,4.0
1.0896133852032914,28.489757665015397,4.0
2.9693255757909602,27.56593921542375,4.0
2.3909525940716776,27.204445039496584,4.0
0.5112404034840088,28.08809746954077,4.0
5.757909594794644,3.024501271923949,4.0
5.076255723482633,5.474628464319183,4.0
4.972974833889903,3.426161467398578,4.0
4.332633318414984,1.7391886464051378,4.0
2.845388508279685,1.4981925291203613,4.0
2.3909525940716776,4.751640112464852,4.0
1.5440492994112995,4.5508100147275385,4.0
1.564705477329845,6.800107109385458,4.0
0.7797707164251042,9.37073236042308,4.0
0.9656763176920169,12.102021689650552,4.0
0.8417392501807415,13.989824608381308,4.0
8.980273350087788,3.908153701968132,4.0
9.47602162013289,5.55496050341411,4.0
9.951113712259442,6.358280894363366,4.0
9.393396908458705,7.041103226670234,4.0
10.488174338141633,6.679609050743069,4.0
11.149172031535098,2.5023430178069326,4.0
11.107859675698009,3.5466595260409663,4.0
11.43835852239474,3.707323604230818,4.0
10.50883051606018,1.2973624313830472,4.0
9.33142837470307,0.3735439817914017,4.0
7.162529693255759,3.626991565135892,4.0
6.439563466106656,4.349979916990224,4.0
6.687437601129205,2.9843352523764866,4.0
6.31562639859538,7.081269246217698,4.0
6.728749956966296,7.000937207122771,4.0
6.563500533617931,0.8957022359084181,4.0
9.166178951354702,0.5743740795287158,4.0
6.398251110269563,14.431650823403398,4.0
6.81137466864048,11.258535279153834,4.0
7.493028539952491,10.49538090775204,4.0
7.20384204909285,9.571562458160393,4.0
4.972974833889903,13.025840139242199,4.0
5.200192790993907,14.110322667023695,4.0
5.014287189726995,11.017539161869056,4.0
4.5185389196818955,17.725264426295354,4.0
4.353289496333528,19.010577051814163,4.0
3.341136778324784,18.24742268041237,4.0
4.663132165111716,16.359619761681614,4.0
3.2791682445691466,20.21555763823805,4.0
2.6801390849313185,21.099210068282233,4.0
3.9195097600440674,22.94684696746552,4.0
3.0726064653836893,25.115812023028518,4.0
2.804076152442594,26.240460570357477,4.0
1.8332357902709404,24.392823671174185,4.0
0.9450201397734705,24.714151827553888,4.0
1.7506110785967577,26.883116883116884,4.0
0.9656763176920169,27.4052751372339,4.0
3.0932626433022348,8.286249832641582,4.0
3.0312941095465975,6.559110992100679,4.0
4.373945674252075,6.719775070290531,4.0
4.4772265638448046,8.406747891283972,4.0
3.299824422487693,13.628330432454142,4.0
4.2500086067408,11.660195474628463,4.0
11.768857369091474,26.923282902664344,1.0
14.082349295968601,25.075646003481054,1.0
13.421351602575136,21.90253045923149,1.0
12.533135952077668,24.834649886196278,1.0
15.941405308637727,23.46900522158254,1.0
16.685027713705374,21.541036283304322,1.0
15.652218817778085,20.737715892355066,1.0
16.044686198230455,17.524434328558037,1.0
21.250043033704,18.769580934529387,1.0
19.308362309360692,23.067345026107912,1.0
18.461459014700313,19.211407149551476,1.0
18.93655110682687,16.640781898513854,1.0
20.878231831170172,20.135225599143123,1.0
19.494267910627606,20.577051814165216,1.0
19.680173511894516,15.154639175257731,1.0
21.39463627913382,13.025840139242199,1.0
22.11760250628292,14.672646940688175,1.0
19.742142045650155,13.547998393359215,1.0
18.998519640582504,10.656044985941891,1.0
22.634006954246566,10.334716829562188,1.0
22.406788997142563,15.315303253447581,1.0
21.002168898681447,19.010577051814163,1.0
20.73363858574035,15.395635292542508,1.0
23.935346163114954,13.748828491096532,1.0
24.43109443316005,14.632480921140711,1.0
22.695975488002205,10.615878966394428,1.0
20.175921781939618,11.138037220511444,1.0
20.527076806554895,8.848574106306062,1.0
21.43594863497091,8.24608381309412,1.0
22.262195751712742,5.795956620698886,1.0
20.279202671532346,5.474628464319183,1.0
